5us,10,1114920,400,8000000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,3934520,800,15640000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,4683840,1000,19440000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,5835960,1200,23280000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,5835620,1500,29000000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,7828480,1800,34720000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,6952120,2000,38520000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,9774000,2200,42360000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,11232360,2500,48080000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,12880920,2800,53800000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,13284480,3000,57600000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,11687100,3300,63320000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,16227400,3500,67120000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,13254000,3800,72840000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,14568840,4000,76680000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,15721500,4500,86200000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,17925440,5000,95760000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,19972680,5500,105280000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,21789760,6000,114840000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,24687120,7000,133880000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,28990320,8000,152960000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,31888640,9000,172040000,SIMPLE,ns3::TcpNewReno,16Mbps
5us,10,734760,400,1320000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,1815640,800,2280000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,2508480,1000,2760000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,3170280,1200,3240000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,4323060,1500,3960000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,5665440,1800,4680000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,6618920,2000,5160000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,7594560,2200,5640000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,7960560,2500,6360000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,10719840,2800,7040000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,9688080,3000,7520000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,10927520,3300,8240000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,11400700,3500,8720000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,12753920,3800,9440000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,13840200,4000,9920000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,18294920,4500,11120000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,20137600,5000,12320000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,23882040,5500,13480000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,24018800,6000,14680000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,27923520,7000,17080000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,46144120,8000,19440000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,36709120,9000,21840000,SIMPLE,ns3::TcpNewReno,128Mbps
5us,10,1260360,400,480000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,1313280,800,600000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,1692480,1000,680000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,2063640,1200,720000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,2690780,1500,840000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,3307040,1800,920000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,3718120,2000,960000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,4173120,2200,1040000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,4826520,2500,1120000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,5508960,2800,1200000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,6005840,3000,1280000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,6715600,3300,1360000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,7248700,3500,1440000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,8001280,3800,1520000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,8486280,4000,1560000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,9852140,4500,1720000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,11264160,5000,1880000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,12678120,5500,2000000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,13886800,6000,2160000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,17434800,7000,2480000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,20823360,8000,2760000,SIMPLE,ns3::TcpNewReno,1Gbps
5us,10,24066560,9000,3080000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,2915640,400,167600000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,6271520,800,175240000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,6159360,1000,179040000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,8684920,1200,182880000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,11412820,1500,188600000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,11843040,1800,194320000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,13921880,2000,198120000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,14202000,2200,201960000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,16477080,2500,207680000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,19308960,2800,213400000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,21075200,3000,217200000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,21242160,3300,222920000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,22583420,3500,226720000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,22300560,3800,232440000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,24088680,4000,236280000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,27156940,4500,245800000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,33812320,5000,255360000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,35298900,5500,264880000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,37232120,6000,274440000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,40799520,7000,293480000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,39664680,8000,312560000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,46448640,9000,331640000,SIMPLE,ns3::TcpNewReno,16Mbps
2ms,10,2879640,400,160920000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,5456800,800,161880000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,6893760,1000,162360000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,8312560,1200,162840000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,11811400,1500,163560000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,13808960,1800,164280000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,16671760,2000,164760000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,19582560,2200,165240000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,21175680,2500,165960000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,21489360,2800,166640000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,22981440,3000,167120000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,27507880,3300,167840000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,26628160,3500,168320000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,25613120,3800,169040000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,29731680,4000,169520000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,36924340,4500,170720000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,37219840,5000,171920000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,31362240,5500,173080000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,45731080,6000,174280000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,39122160,7000,176680000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,62939720,8000,179040000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,67522560,9000,181440000,SIMPLE,ns3::TcpNewReno,128Mbps
2ms,10,2887560,400,160080000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,5495560,800,160200000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,6946560,1000,160280000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,8326480,1200,160320000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,10891600,1500,160440000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,13138400,1800,160520000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,14558880,2000,160560000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,16124400,2200,160640000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,18383580,2500,160720000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,20608920,2800,160800000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,21812240,3000,160880000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,24368500,3300,160960000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,25863500,3500,161040000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,28057120,3800,161120000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,29458440,4000,161160000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,33289440,4500,161320000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,36927200,5000,161480000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,40655160,5500,161600000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,44002680,6000,161760000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,51441360,7000,162080000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,61570600,8000,162360000,SIMPLE,ns3::TcpNewReno,1Gbps
2ms,10,69099520,9000,162680000,SIMPLE,ns3::TcpNewReno,1Gbps
50ms,10,3665160,400,4007600000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,7744400,800,4015240000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,10547520,1000,4019040000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,11832000,1200,4022880000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,16061460,1500,4028600000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,17974880,1800,4034320000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,20031200,2000,4038120000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,22086000,2200,4041960000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,27106740,2500,4047680000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,30429000,2800,4053400000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,33004000,3000,4057200000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,35974100,3300,4062920000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,38201860,3500,4066720000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,41822480,3800,4072440000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,43710480,4000,4076280000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,49117980,4500,4085800000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,64162560,5000,4095360000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,60573240,5500,4104880000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,72616640,6000,4114440000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,99820320,7000,4133480000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,98497040,8000,4152560000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,97744640,9000,4171640000,SIMPLE,ns3::TcpNewReno,16Mbps
50ms,10,3664080,400,4000920000,SIMPLE,ns3::TcpNewReno,128Mbps
